"Site","IdGenotype","TreeId","Plot","BlockNumber","LineNumber","TreeNumber","PhytomerNumber","ObservationDate","MAP","WholeLeafFreshWeight","RachisLength","RachisFreshWeight","RachisWC","RachisDryWeight","PetioleLength","PetioleFreshWeight","PetioleWC","PetioleDryWeight","NumberOfLeaflets","LeafletsFreshWeight","LeafletsWC","LeafletsDryWeight","AverageLeafletSampleLengthBase","AverageLeafletSampleLengthMidd","AverageLeafletSampleLengthTop","AverageLeafletSampleWidthBase","AverageLeafletSampleWidthMidd","AverageLeafletSampleWidthTop","LW_ratio_base","LW_ratio_midd","LW_ratio_top","AverageleafletAreaBase","AverageleafletAreaMidd","AverageleafletAreaTop","AverageSLABase","AverageSLAMidd","AverageSLATop","LeafArea","LAI"
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,73,2016-02-15,69,3.342,474,1.912,0.683750728013978,0.604668608037274,82,1.314,0.717369222955815,0.371376841036059,312,3.342,0.584483287335173,1.38865685372585,74.5,79,73,2.9,3.55,3.7,25.6896551724138,22.2535211267606,19.7297297297297,151.235,196.315,189.07,66.9675276752767,86.9291512915129,83.7210332103321,5.580848,2.5537960448
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,101,2017-03-01,82,3.738,494,2.196,0.689467312348668,0.681929782082324,75,1.306,0.723771015109598,0.360755054266865,317,3.738,0.571938168846611,1.60009512485137,75,80,74.5,3.5,3.95,5.1,21.4285714285714,20.253164556962,14.6078431372549,183.75,221.2,265.965,61.25,73.7333333333333,88.655,7.08933516666667,3.24407977226667
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,126,2018-02-12,93,4.326,537,2.564,0.692097347552639,0.789462400875034,88,1.774,0.734358761172313,0.471247557680316,323,4.326,0.586451789128653,1.78900956022945,68,85,75,3.05,4.25,3.7,22.2950819672131,20,20.2702702702703,145.18,252.875,194.25,57.5350066050198,100.214663143989,76.9815059445178,6.3771505,2.9181840688
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,150,2019-02-20,105,5.094,578,3.088,0.674950298210735,1.00375347912525,95,2.058,0.739621120515921,0.535859733978234,342,5.094,0.580014840465001,2.13940440267128,65,87.5,67.5,2.85,4.5,4.25,22.8070175438596,19.4444444444444,15.8823529411765,129.675,275.625,200.8125,45.821554770318,97.3939929328622,70.958480565371,6.9096825,3.161870712
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,174,2020-02-21,117,5.342,590,3.168,0.693728620296465,0.970267730900798,89,1.918,0.732711417562361,0.512659501115392,349,5.342,0.584586466165414,2.21913909774436,74.5,88.5,87,3.15,4.6,4.6,23.6507936507937,19.2391304347826,18.9130434782609,164.2725,284.97,280.14,49.5542986425339,85.9638009049774,84.5067873303167,8.48514975,3.8828045256
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,197,2021-02-12,129,5.772,625,3.654,0.686749340884679,1.14461790840738,86,2.086,0.72826266292691,0.566844085134466,332,5.772,0.576539387684898,2.44421465428277,70,91.5,95.5,3.3,4.9,5.7,21.2121212121212,18.6734693877551,16.7543859649123,161.7,313.845,381.045,39.4069861900894,76.4853777416734,92.8623070674249,9.479596,4.3378631296
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,221,2022-02-11,141,6.22,599,3.746,0.696320378306487,1.1375838628639,81,1.916,0.73687292601991,0.504151473745852,340,6.22,0.596337910944653,2.51077819392426,68.5,85,88,3.1,5.4,5.1,22.0967741935484,15.7407407407407,17.2549019607843,148.645,321.3,314.16,45.9726804123711,99.3711340206186,97.1628865979381,8.88652333333333,4.06647307733333
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,244,2023-02-10,153,6.142,595,3.8,0.708304891922639,1.10844141069397,70,1.69,0.747945205479452,0.425972602739726,344,6.142,0.592805120282498,2.50099095122489,81,89,91,3.15,4.25,4.35,25.7142857142857,20.9411764705882,20.9195402298851,178.605,264.775,277.095,58.0829268292683,86.1056910569106,90.1121951219512,8.26144666666667,3.78043799466667
"PR","GE05","PR_G5-1_2_GE05_24_5","G5-1",2,24,5,266,2024-02-09,165,6.208,610,3.906,0.683477976093008,1.23633502538071,95,2.378,0.744523809523809,0.607522380952381,347,6.208,0.570308016070404,2.66752783623493,75,90.5,94.5,3.5,4.6,5.05,21.4285714285714,19.6739130434783,18.7128712871287,183.75,291.41,334.0575,49.0872662511131,77.8477292965271,89.2406500445236,9.35994908333333,4.28311270053333
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,14,2014-02-28,45,2.19,381,1.106,0.691040578545601,0.341709120128566,51,0.602,0.846709470304976,0.0922808988764045,272,2.19,0.620602103735945,0.830881392818281,53.5,66,49,2.65,4.7,3.7,20.188679245283,14.0425531914894,13.2432432432432,99.2425,217.14,126.91,56.9268642447419,124.554493307839,72.7973231357552,4.01918533333333,1.83917920853333
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,41,2015-02-11,57,2.684,417,1.526,0.699824715162139,0.458067484662577,69,1.04,0.722458227131124,0.288643443783631,292,2.684,0.612410071942446,1.04029136690648,55.5,66.5,69,2.9,5.75,4.2,19.1379310344828,11.5652173913043,16.4285714285714,112.665,267.6625,202.86,52.2807424593967,124.205336426914,94.1345707656613,5.67635833333333,2.59750157333333
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,66,2016-02-15,69,3.48,521,2.128,0.695564920730484,0.647837848685531,80,1.348,0.720089285714286,0.377319642857143,315,3.48,0.590779014308426,1.42408903020668,61,63,70,3.25,3.6,4.75,18.7692307692308,17.5,14.7368421052632,138.775,158.76,232.75,64.6969696969697,74.013986013986,108.508158508158,5.5679925,2.547913368
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,91,2017-03-01,82,4.16,554,2.602,0.681522570772762,0.828678270849273,84,1.674,0.716800695500978,0.474075635731363,337,4.16,0.561181434599156,1.82548523206751,68.5,74.5,69,3.55,4.8,5.55,19.2957746478873,15.5208333333333,12.4324324324324,170.2225,250.32,268.065,54.5584935897436,80.2307692307692,85.9182692307692,7.73535758333333,3.53969963013333
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,114,2018-02-12,93,4.584,557,2.862,0.68439337252806,0.903266167824693,94,2.126,0.720114651829371,0.595036250210757,348,4.584,0.592497868712702,1.86798976982097,61,77.5,60,3.45,4.75,4.4,17.6811594202899,16.3157894736842,13.6363636363636,147.315,257.6875,184.8,61.6380753138075,107.819037656904,77.3221757322176,6.841709,3.1307660384
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,137,2019-02-20,105,5.108,579,3.2,0.68433734939759,1.01012048192771,97,2.262,0.717311765838629,0.639440785673021,339,5.108,0.581770833333333,2.13631458333333,63.5,72,61.5,3.8,5.1,5.6,16.7105263157895,14.1176470588235,10.9821428571429,168.91,257.04,241.08,63.1046077210461,96.0298879202989,90.0672478206725,7.537439,3.4491320864
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,157,2020-02-21,117,5.632,594,3.588,0.712179241669858,1.03270088088855,88,2.274,0.736750651607298,0.598629018245004,357,5.632,0.596887916362752,2.27032725504498,62,71.5,63.5,4.2,4.9,5,14.7619047619048,14.5918367346939,12.7,182.28,245.245,222.25,65.9638118214717,88.7496984318456,80.4282267792521,7.7323225,3.538310776
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,181,2021-02-12,129,6.566,632,4.32,0.69728065674705,1.30774756285275,89,2.4,0.722660653889515,0.665614430665163,355,6.566,0.598261526832955,2.63781481481481,68,77.5,68.5,4.25,5.45,5.5,16,14.2201834862385,12.4545454545455,202.3,295.6625,263.725,57.0931326434619,83.4419096895578,74.428504233302,9.01330208333333,4.12448703333333
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,202,2022-02-11,141,6.93,606,4.308,0.709963484611372,1.24947730829421,88,2.458,0.727832379306621,0.668988011664327,362,6.93,0.616847826086957,2.65524456521739,58.5,74.5,73.5,3.4,6.1,5.3,17.2058823529412,12.2131147540984,13.8679245283019,139.23,318.115,272.685,45.5744680851064,104.129296235679,89.2585924713584,8.80902866666667,4.03101151786667
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,223,2023-02-10,153,7.376,635,4.628,0.716340464269458,1.31277633136095,80,2.412,0.750614250614251,0.601518427518427,367,7.376,0.62079444323855,2.79702018667246,56.5,77,77.5,3.5,4.75,7,16.1428571428571,16.2105263157895,11.0714285714286,138.425,256.025,379.75,47.5414997137951,87.9307384087006,130.423583285633,9.47104666666667,4.33395095466667
"PR","GE05","PR_G5-1_2_GE05_24_6","G5-1",2,24,6,243,2024-02-09,165,7.744,610,4.744,0.707057431988435,1.38971954264687,95,3.294,0.737391304347826,0.865033043478261,364,7.744,0.596643436211065,3.12359322998151,77,94,87.5,3.75,5.4,7.05,20.5333333333333,17.4074074074074,12.4113475177305,202.125,355.32,431.8125,42.7626939351199,75.1734837799718,91.3566643159379,12.002991,5.4925686816
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,13,2014-02-28,45,2.81,391,1.278,0.702970297029703,0.379603960396039,48,0.74,0.728941176470588,0.200583529411765,248,2.81,0.626851851851852,1.0485462962963,68,87,66.5,2.8,4.85,3.6,24.2857142857143,17.9381443298969,18.4722222222222,133.28,295.365,167.58,49.6079404466501,109.937344913151,62.3746898263027,4.92879333333333,2.25541582933333
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,42,2015-02-11,57,3.204,454,1.648,0.659217877094972,0.561608938547486,70,1.126,0.721628838451268,0.313445927903872,264,3.204,0.603262067445449,1.27114833590478,70,70,65.5,3.2,5.9,3.65,21.875,11.864406779661,17.9452054794521,156.8,289.1,167.3525,52.2666666666667,96.3666666666667,55.7841666666667,5.396622,2.4694942272
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,67,2016-02-15,69,4.236,531,2.464,0.733403031887088,0.656894929430214,73,1.442,0.741524630080539,0.372721483423862,300,4.236,0.598587404355503,1.70038375515009,69,95,82,3.3,4.6,5.5,20.9090909090909,20.6521739130435,14.9090909090909,159.39,305.9,315.7,46.741935483871,89.7067448680352,92.5806451612903,7.8099,3.57381024
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,91,2017-03-01,82,3.712,550,2.702,0.701440053583389,0.806708975217683,73,1.54,0.720007249003262,0.431188836534976,316,3.712,0.57208621050429,1.58841598660808,69,89.5,86,3.55,4.15,4.75,19.4366197183099,21.566265060241,18.1052631578947,171.465,259.9975,285.95,50.3075794621027,76.2828850855746,83.8973105134474,7.556745,3.457966512
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,113,2018-02-12,93,5.796,560,3.276,0.697398190045249,0.991323529411765,86,2.176,0.717874543239951,0.613904993909866,325,5.796,0.584099006187887,2.41056216013501,72.5,87,72,3.7,4.95,5.15,19.5945945945946,17.5757575757576,13.9805825242718,187.775,301.455,259.56,50.7957619477006,81.5477908025248,70.214607754734,8.11189166666667,3.71200162666667
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,134,2019-02-20,105,7.058,596,4.182,0.713497562227354,1.1981531947652,99,2.822,0.741785492870428,0.728681339119653,324,7.058,0.572451361867704,3.01763828793774,74,98.5,79,3.75,5,5.7,19.7333333333333,19.7,13.859649122807,194.25,344.75,315.21,42.4281033855115,75.300327630142,68.8481980342192,9.225468,4.2215741568
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,154,2020-02-21,117,7.07,611,4.122,0.728732238420373,1.11816571323122,108,3.134,0.733278008298755,0.835906721991701,329,7.07,0.582516471155391,2.95160854893138,76,94,90.5,3.95,4.9,6.3,19.2405063291139,19.1836734693878,14.3650793650794,210.14,322.42,399.105,48.5311778290993,74.4618937644342,92.1720554272517,10.2172595,4.6754179472
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,174,2021-02-12,129,7.682,642,4.628,0.702485966319166,1.3768949478749,92,2.812,0.733497942386831,0.74940378600823,331,7.682,0.583031400966183,3.20315277777778,70.5,94.5,99,3.2,5.75,6.1,22.03125,16.4347826086957,16.2295081967213,157.92,380.3625,422.73,34.3055756698045,82.6276249094859,91.8312816799421,10.60317125,4.852011164
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,193,2022-02-11,141,7.582,615,4.226,0.713782761768157,1.20955404876777,94,2.466,0.724592220828105,0.679155583437892,371,7.582,0.588304093567251,3.1214783625731,77.5,109,97.5,3.85,6.15,7.1,20.1298701298701,17.7235772357724,13.7323943661972,208.8625,469.245,484.575,39.5572916666667,88.8721590909091,91.7755681818182,14.3785069166667,6.57960476506667
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,211,2023-02-10,153,8.194,635,5.368,0.710934227063259,1.55170506912442,91,2.776,0.723154099388619,0.768524220097194,336,8.194,0.575310445580716,3.47990620891161,72.5,106,79.5,3.45,5.5,6,21.0144927536232,19.2727272727273,13.25,175.0875,408.1,333.9,36.1377708978328,84.2311661506708,68.9164086687307,10.27138,4.700183488
"PR","GE16","PR_G5-1_2_GE16_24_9","G5-1",2,24,9,230,2024-02-09,165,7.58,610,4.448,0.731592761431137,1.1938753971543,88,2.494,0.729863284467139,0.673720968538956,338,7.58,0.586382522450074,3.13522047982844,82.5,108,94.5,3.5,4.85,7,23.5714285714286,22.2680412371134,13.5,202.125,366.66,463.05,39.298444588464,71.2883992222942,90.0291639662994,11.625341,5.3197560416
"PR","GE18","PR_G5-1_2_GE18_25_24","G5-1",2,25,24,50,2018-02-13,93,5.89,580,3.594,0.699139605883986,1.08129225645296,96,2.628,0.756287726358149,0.640475855130785,326,5.89,0.578752316244595,2.48114885731933,71,98,76.5,3.7,5.6,4.65,19.1891891891892,17.5,16.4516129032258,183.89,384.16,249.0075,53.9266862170088,112.656891495601,73.0227272727273,8.8786915,4.0628892304
"PR","GE18","PR_G5-1_2_GE18_25_24","G5-1",2,25,24,73,2019-02-21,105,6.832,596,4.06,0.687585639901343,1.26840230200055,97,2.842,0.89128494943486,0.308968173706128,319,6.832,0.576863594184967,2.8908679245283,74.5,100.5,87.5,3.75,6.2,6.3,19.8666666666667,16.2096774193548,13.8888888888889,195.5625,436.17,385.875,42.8865131578947,95.6513157894737,84.6217105263158,10.82055975,4.9514881416
"PR","GE18","PR_G5-1_2_GE18_25_24","G5-1",2,25,24,95,2020-02-22,117,7.258,612,4.39,0.704264099037139,1.29828060522696,96,2.866,0.748105103587671,0.721930773117736,334,7.258,0.585707309132346,3.00693635031743,70,99.5,88.5,3.9,5.05,6.7,17.9487179487179,19.7029702970297,13.2089552238806,191.1,351.7325,415.065,45.0530451866405,82.9231827111984,97.8542239685658,10.6645921666667,4.88011737546667
"PR","GE18","PR_G5-1_2_GE18_25_24","G5-1",2,25,24,119,2021-02-13,129,7.146,665,5.456,0.669210292812777,1.80478864241349,100,2.904,0.724930145917417,0.798802856255821,346,7.146,0.561914519906323,3.13055884074941,78,89.5,96.5,4,6,5.5,19.5,14.9166666666667,17.5454545454545,218.4,375.9,371.525,43.7821583695289,75.3558302706315,74.4787838289342,11.1391816666667,5.09728953066667
"PR","GE18","PR_G5-1_2_GE18_25_24","G5-1",2,25,24,138,2022-02-12,141,7.018,625,4.372,0.685562310030395,1.37472158054711,81,2.122,0.731410701876303,0.569946490618485,352,7.018,0.576694214876033,2.97076,71.5,109.5,91,3.35,5.45,6.75,21.3432835820896,20.0917431192661,13.4814814814815,167.6675,417.7425,429.975,39.2817258883249,97.8701679031628,100.736040609137,11.9138506666667,5.45177806506667
"PR","GE18","PR_G5-1_2_GE18_25_24","G5-1",2,25,24,160,2023-02-11,153,7.212,605,4.4,0.69916326133489,1.32368165012648,105,3.242,0.732816136539953,0.866210085337471,323,7.212,0.608947804473902,2.82026843413422,68.5,91.5,99,3.6,5.4,7.95,19.0277777777778,16.9444444444444,12.4528301886792,172.62,345.87,550.935,43.8864406779661,87.9330508474576,140.068220338983,11.5141425,5.268871608
"PR","GE18","PR_G5-1_2_GE18_25_24","G5-1",2,25,24,183,2024-02-10,165,8.194,628,5.142,0.717931937172775,1.45039397905759,94,3.082,0.753183153770813,0.760689520078355,332,8.194,0.602591792656587,3.25636285097192,76,102,92.5,4.4,6.65,8.1,17.2727272727273,15.3383458646617,11.4197530864198,234.08,474.81,524.475,44.9002557544757,91.0760869565217,100.602621483376,13.6492393333333,6.24589191893333
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,11,2014-03-01,46,1.908,330,0.834,0.690774223458507,0.257894297635605,33,0.414,0.724832214765101,0.113919463087248,258,1.908,0.63058748403576,0.70483908045977,57,71,59,2.35,4.75,3.35,24.2553191489362,14.9473684210526,17.6119402985075,93.765,236.075,138.355,48.6248919619706,122.42437337943,71.7484874675886,4.026477,1.8425158752
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,39,2015-02-12,57,2.55,385,1.27,0.68379345603272,0.401582310838446,56,1.0464,0.719336219336219,0.29368658008658,249,2.55,0.610689022792769,0.992742991878438,60,82.5,70.5,2.5,4.25,4.1,24,19.4117647058824,17.1951219512195,105,245.4375,202.335,42.3956931359354,99.099932705249,81.6965006729475,4.58801175,2.0994741768
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,68,2016-02-16,69,3.356,437,1.742,0.720121686223381,0.48754802259887,66,1.096,0.745422457533642,0.279016986543128,308,3.356,0.627232660635583,1.25100719090698,74.5,77.5,67,3.25,5.1,4.2,22.9230769230769,15.1960784313726,15.952380952381,169.4875,276.675,196.98,63.2809583074051,103.301182327318,73.5457373988799,6.60292966666667,3.02150061546667
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,96,2017-03-02,82,3.428,469,1.936,0.70558183538316,0.569993566698202,62,1.078,0.746499275712216,0.273273780782231,315,3.428,0.601038715769594,1.36763928234183,67,76.5,77.5,2.9,4.85,4.45,23.1034482758621,15.7731958762887,17.4157303370786,136.01,259.7175,241.4125,48.287573964497,92.2073964497041,85.7085798816568,6.68997,3.061330272
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,121,2018-02-13,93,4.176,475,2.234,0.693797361773786,0.684056693797362,71,1.424,0.741337066853343,0.36833601680084,330,4.176,0.606812542296413,1.64195082337018,60,84,78,2.8,4.75,4.1,21.4285714285714,17.6842105263158,19.0243902439024,117.6,279.3,223.86,40.4819277108434,96.144578313253,77.0602409638554,6.82836,3.124657536
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,147,2019-02-21,105,4.402,476,2.248,0.706728971962617,0.659273271028037,71,1.362,0.746955345060893,0.344646820027064,293,4.402,0.612505921364282,1.70574893415443,58.5,84.5,79,2.65,4.1,4.6,22.0754716981132,20.609756097561,17.1739130434783,108.5175,242.515,254.38,39.7985941320293,88.9419315403423,93.2933985330073,5.91286208333333,2.70572568933333
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,172,2020-02-22,117,5.13,515,2.844,0.707212974818609,0.832686299615877,76,1.628,0.751274787535411,0.404924645892351,309,5.13,0.602739726027397,2.03794520547945,71.5,91,79.5,2.7,4.8,5,26.4814814814815,18.9583333333333,15.9,135.135,305.76,278.25,38.8318965517241,87.8620689655172,79.9568965517241,7.4071935,3.3895317456
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,195,2021-02-13,129,4.944,598,2.998,0.676705331488773,0.969237416196658,73,1.506,0.718606431852986,0.423778713629403,315,4.944,0.580294450736127,2.07502423556059,55,90,86,2.7,5.25,3.75,20.3703703703704,17.1428571428571,22.9333333333333,103.95,330.75,225.75,33.6589314624932,107.096600107933,73.097679438748,6.934725,3.17333016
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,218,2022-02-12,141,5.502,560,3.17,0.691633893457276,0.977520557740436,83,1.874,0.72994976615278,0.50607413822969,355,5.502,0.583642311886587,2.2908,65,85.5,68.5,2.9,4.1,5.25,22.4137931034483,20.8536585365854,13.047619047619,131.95,245.385,251.7375,41.4719748559455,77.1246726034573,79.1212676794133,7.44402458333333,3.40638564933333
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,239,2023-02-11,153,5.484,565,3.21,0.694567164179104,0.980439402985075,94,2.338,0.723470178156468,0.646526723470178,347,5.484,0.593700159489633,2.22814832535885,62.5,83,92.5,2.75,3.9,6.35,22.7272727272727,21.2820512820513,14.5669291338583,120.3125,226.59,411.1625,35.420755642787,66.7095191364082,121.048822374877,8.76828516666667,4.01236729226667
"PR","GE10","PR_G5-1_2_GE10_28_2","G5-1",2,28,2,261,2024-02-10,165,5.672,590,3.458,0.693098100038775,1.06126677006592,85,2.07,0.525173966434711,0.982889889480147,353,5.672,0.596521081489885,2.28853242578937,73.5,83.5,87.5,3.25,4.1,6,22.6153846153846,20.3658536585366,14.5833333333333,167.2125,239.645,367.5,47.0138238050609,67.3791002811621,103.327085285848,9.11160658333333,4.16947117253333
"PR","GE09","PR_G5-1_2_GE09_28_25","G5-1",2,28,25,24,2014-03-01,46,1.84,313,0.844,0.727351538794972,0.230115301257044,60,0.792,0.718559556786704,0.222900831024931,221,1.84,0.633720930232558,0.673953488372093,61.5,88.5,74,2.35,5.15,4.05,26.1702127659574,17.1844660194175,18.2716049382716,101.1675,319.0425,209.79,45.8809523809524,144.690476190476,95.1428571428571,4.641,2.1237216
"PR","GE09","PR_G5-1_2_GE09_28_25","G5-1",2,28,25,59,2015-02-13,57,2.476,479,1.324,0.726976744186047,0.361482790697674,80,1.188,0.735573122529644,0.314139130434783,270,2.476,0.613024893135529,0.958150364596429,67.5,80,71.5,3.1,6,4.6,21.7741935483871,13.3333333333333,15.5434782608696,146.475,336,230.23,57.1052631578947,130.994152046784,89.7582846003899,6.414345,2.935204272
"PR","GE09","PR_G5-1_2_GE09_28_25","G5-1",2,28,25,123,2017-03-03,82,3.43,430,1.58,0.683525070544823,0.500030388539179,82,1.43,0.696213425129088,0.434414802065404,326,3.43,0.603956228956229,1.35843013468013,74.5,82,74,3.55,6.25,5.4,20.9859154929577,13.12,13.7037037037037,185.1325,358.75,279.72,59.0220510095643,114.373007438895,89.1774707757704,8.94981383333333,4.09543481013333
"PR","GE09","PR_G5-1_2_GE09_28_26","G5-1",2,28,26,13,2014-03-01,46,3.294,442,1.792,0.702667364016736,0.532820083682008,66,1.248,0.726324237560193,0.34154735152488,279,3.294,0.611767796164959,1.27883687943262,66,94,73.5,2.5,4.3,3.5,26.4,21.8604651162791,21,115.5,282.94,180.075,46.8876860622463,114.860622462788,73.1021650879567,5.3801895,2.4619747152
"PR","GE09","PR_G5-1_2_GE09_28_26","G5-1",2,28,26,42,2015-02-13,57,3.35,491,1.96,0.70770593445527,0.57289636846767,72,1.348,0.73889816360601,0.351965275459099,321,3.35,0.593807885684043,1.36074358295845,76.5,98,67.5,2.75,4.5,3.1,27.8181818181818,21.7777777777778,21.7741935483871,147.2625,308.7,146.475,57.5618892508143,120.664495114007,57.2540716612378,6.44608125,2.94972678
"PR","GE09","PR_G5-1_2_GE09_28_26","G5-1",2,28,26,93,2017-03-03,82,5.418,590,3.302,0.69609637084477,1.00348978347057,82,2.034,0.71914426769062,0.571260559517279,355,5.418,0.578008374294557,2.28635062807209,86.5,104,83,3.95,5.1,4.8,21.8987341772152,20.3921568627451,17.2916666666667,239.1725,371.28,278.88,61.9083261432269,96.1035375323555,72.1863675582399,10.5237679166667,4.81567619866667
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,11,2014-03-01,46,1.956,333,0.888,0.711573236889693,0.256122965641953,43,0.496,0.69633152173913,0.150619565217391,266,1.956,0.712121212121212,0.563090909090909,55.5,71,50.5,2.4,4.3,3.25,23.125,16.5116279069767,15.5384615384615,93.24,213.71,114.8875,55.5551142005958,127.334657398213,68.4533267130089,3.7402925,1.711557848
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,39,2015-02-13,57,2.476,410,1.288,0.672374137490417,0.421982110912344,50,0.65,0.711666139740752,0.187417009168511,291,2.476,0.599065677383897,0.992713382797472,62.5,76,70,2.8,4.5,4.45,22.3214285714286,16.8888888888889,15.7303370786517,122.5,239.4,218.05,50.3769705277587,98.4509938313914,89.6710075394106,5.625515,2.574235664
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,67,2016-02-16,69,3.284,481,1.832,0.712309160305343,0.527049618320611,63,0.982,0.749006951340616,0.246475173783515,312,3.284,0.618209408194234,1.25380030349014,65,71,69,3.25,3.95,4.2,20,17.9746835443038,16.4285714285714,147.875,196.315,202.86,70.5286168521463,93.6319554848967,96.7535771065183,5.68932,2.603432832
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,94,2017-03-02,82,3.424,488,2.022,0.703156358328772,0.600217843459223,63,1.048,0.730760288305045,0.282163217856312,328,3.424,0.586850856996674,1.41462266564339,62.5,81,80.5,3,4.15,4.8,20.8333333333333,19.5180722891566,16.7708333333333,131.25,235.305,270.48,48.7616099071208,87.4198142414861,100.487925696594,6.964916,3.1871455616
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,119,2018-02-13,93,4.066,487,2.228,0.683415435139573,0.705350410509031,60,1.224,0.735366281107606,0.32391167192429,339,4.066,0.598342676090665,1.63313867901535,62,75.5,70.5,3.05,5.05,4.1,20.327868852459,14.950495049505,17.1951219512195,132.37,266.8925,202.335,48.1929611650485,97.1695995145631,73.6656553398058,6.79805175,3.1107884808
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,143,2019-02-21,105,4.726,535,2.604,0.69593400117855,0.791787860931055,68,1.406,0.749454809789193,0.352266537436394,314,4.726,0.597588858865101,1.90179505300353,58.5,90.5,74.5,3.1,5,5.3,18.8709677419355,18.1,14.0566037735849,126.945,316.75,276.395,39.3424586776859,98.1663223140496,85.6596074380165,7.536942,3.4489046592
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,167,2020-02-22,117,4.686,536,2.618,0.703800475059382,0.775450356294537,63,1.212,0.744378698224852,0.309813017751479,344,4.686,0.592688679245283,1.9086608490566,61.5,85,76.5,3.25,4.6,4.6,18.9230769230769,18.4782608695652,16.6304347826087,139.9125,273.7,246.33,48.6088592935727,95.0897510133179,85.5807759119861,7.56734066666667,3.46281508906667
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,190,2021-02-13,129,4.852,580,3.036,0.697113313227057,0.919563981042654,60,1.23,0.750120598166908,0.307351664254703,305,4.852,0.570205479452055,2.08536301369863,65,74,72.5,3.25,4.25,5.5,20,17.4117647058824,13.1818181818182,147.875,220.15,279.125,50.4980079681275,75.1792828685259,95.3187250996016,6.57935833333333,3.01071437333333
"PR","GE10","PR_G5-1_2_GE10_28_5","G5-1",2,28,5,211,2022-02-12,141,4.36,510,2.452,0.737969048123807,0.642499894000424,60,1.23,0.763879250520472,0.29042852185982,333,4.36,0.621208053691275,1.65153288590604,54.5,75,78,3.5,4.75,4.25,15.5714285714286,15.7894736842105,18.3529411764706,133.525,249.375,232.05,56.7788802267895,106.041814316088,98.6746987951807,6.825945,3.123552432
